Customer_ID,Region,Age_Band,Account_Type,Account_Tenure_Years
104795,North West,25-34,Current,9.7
104796,West Midlands,45-54,Current,3.5
104797,West Midlands,65+,Savings,10.4
104798,London,18-24,Current,6.3
104799,South West,45-54,Current,9.1
104800,South East,45-54,Current,19.4
104801,London,65+,Current,7.2
104802,West Midlands,45-54,Premier,4.4
104803,East Midlands,25-34,Premier,2.7
104804,London,25-34,Savings,17.7
104805,South West,45-54,Current,0.4
104806,South East,25-34,Premier,18.2
104807,Yorkshire and Humber,65+,Savings,1.3
104808,London,65+,Premier,15.1
104809,London,65+,Current,5.9
104810,London,35-44,Current,5.1
104811,London,55-64,Savings,3.7
104812,South East,45-54,Premier,2.8
104813,London,18-24,Current,1.4
104814,North East,25-34,Current,3.2
104815,Yorkshire and Humber,25-34,Current,11.8
104816,East Midlands,35-44,Premier,11.4
104817,North West,65+,Savings,5.7
104818,London,55-64,Premier,13.6
104819,London,35-44,Savings,15.4
104820,London,45-54,Student,19.6
104821,South East,25-34,Current,8.9
104822,North West,35-44,Current,7.6
104823,South East,18-24,Savings,19.5
104824,South East,45-54,Current,18.8
104825,Yorkshire and Humber,45-54,Current,18.5
104826,Yorkshire and Humber,55-64,Current,12.2
104827,West Midlands,65+,Savings,12.4
104828,Yorkshire and Humber,25-34,Savings,18.6
104829,South West,55-64,Current,9.6
104830,East of England,25-34,Premier,4.3
104831,London,35-44,Current,19.7
104832,North West,45-54,Current,16.9
104833,South East,18-24,Current,1.2
104834,South East,25-34,Current,2.3
104835,Yorkshire and Humber,35-44,Current,17.7
104836,South West,25-34,Savings,6.1
104837,East Midlands,65+,Savings,14.0
104838,East Midlands,35-44,Current,2.4
104839,West Midlands,45-54,Student,3.5
104840,West Midlands,65+,Premier,15.0
104841,East of England,45-54,Current,19.6
104842,Yorkshire and Humber,35-44,Current,10.1
104843,North West,65+,Current,1.0
104844,Yorkshire and Humber,25-34,Savings,4.8
104845,Yorkshire and Humber,25-34,Current,4.3
104846,North West,45-54,Savings,18.7
104847,West Midlands,35-44,Savings,8.4
104848,South East,55-64,Current,19.0
104849,West Midlands,18-24,Current,17.2
104850,South East,45-54,Current,9.1
104851,West Midlands,55-64,Current,0.6
104852,South East,65+,Savings,19.5
104853,South West,25-34,Savings,0.3
104854,West Midlands,25-34,Savings,17.1
104855,East Midlands,65+,Savings,8.3
104856,North East,45-54,Current,6.1
104857,London,18-24,Current,8.2
104858,London,25-34,Current,7.2
104859,East Midlands,55-64,Current,13.8
104860,North West,45-54,Current,11.5
104861,London,45-54,Current,5.2
104862,East of England,65+,Savings,10.6
104863,North West,25-34,Current,8.2
104864,South East,25-34,Current,18.4
104865,South East,45-54,Current,17.9
104866,West Midlands,65+,Current,12.4
104867,North West,25-34,Current,19.3
104868,North West,45-54,Current,7.6
104869,London,25-34,Current,1.9
104870,London,25-34,Premier,1.0
104871,London,65+,Current,16.7
104872,North West,25-34,Current,7.7
104873,South East,18-24,Current,17.2
104874,London,55-64,Current,9.2
104875,London,35-44,Current,0.3
104876,London,35-44,Current,10.6
104877,North West,55-64,Student,11.9
104878,South East,25-34,Premier,9.1
104879,Yorkshire and Humber,45-54,Savings,16.8
104880,Yorkshire and Humber,35-44,Current,12.9
104881,West Midlands,25-34,Current,7.4
104882,London,45-54,Current,14.4
104883,London,35-44,Savings,6.5
104884,Yorkshire and Humber,65+,Current,16.8
104885,East of England,65+,Savings,5.7
104886,South West,55-64,Current,13.4
104887,West Midlands,35-44,Current,8.4
104888,South East,25-34,Current,2.1
104889,Yorkshire and Humber,65+,Current,12.6
104890,Wales,35-44,Savings,7.7
104891,North West,55-64,Current,12.7
104892,North West,55-64,Current,10.8
104893,London,35-44,Current,0.9
104894,North West,25-34,Student,4.2
104895,South East,45-54,Current,14.0
104896,London,45-54,Current,9.4
104897,North West,35-44,Current,9.4
104898,London,45-54,Current,0.1
104899,East of England,55-64,Savings,6.1
104900,South West,35-44,Current,13.4
104901,London,25-34,Current,17.8
104902,North West,55-64,Current,11.5
104903,West Midlands,55-64,Current,10.9
104904,East of England,65+,Savings,9.5
104905,South East,25-34,Current,13.6
104906,London,65+,Current,16.0
104907,East of England,55-64,Savings,4.5
104908,West Midlands,55-64,Student,14.3
104909,South East,35-44,Current,5.0
104910,North West,18-24,Savings,0.7
104911,West Midlands,45-54,Current,1.6
104912,London,35-44,Savings,1.0
104913,Yorkshire and Humber,35-44,Current,5.7
104914,North East,65+,Savings,2.6
104915,North West,25-34,Current,1.8
104916,South West,65+,Current,3.0
104917,South East,45-54,Student,0.9
104918,South East,55-64,Current,6.9
104919,East of England,35-44,Current,16.5
104920,Yorkshire and Humber,45-54,Current,11.1
104921,Yorkshire and Humber,45-54,Current,1.4
104922,West Midlands,65+,Current,7.6
104923,North West,25-34,Current,8.7
104924,East of England,25-34,Current,3.5
104925,London,65+,Savings,7.5
104926,Yorkshire and Humber,25-34,Premier,6.8
104927,North West,45-54,Current,9.9
104928,London,18-24,Current,14.0
104929,South East,25-34,Current,9.6
104930,North West,45-54,Current,1.6
104931,South East,45-54,Savings,1.2
104932,London,45-54,Student,17.8
104933,South West,35-44,Savings,13.9
104934,North West,55-64,Premier,13.2
104935,London,65+,Current,18.3
104936,West Midlands,35-44,Savings,10.9
104937,Yorkshire and Humber,35-44,Current,1.6
104938,South East,35-44,Premier,14.3
104939,London,55-64,Current,3.3
104940,West Midlands,35-44,Current,13.4
104941,East of England,45-54,Savings,8.1
104942,East Midlands,35-44,Current,0.7
104943,London,45-54,Premier,1.2
104944,Wales,55-64,Savings,7.9
104945,London,45-54,Student,11.9
104946,South West,35-44,Current,3.5
104947,London,25-34,Current,2.2
104948,South West,45-54,Savings,7.6
104949,South East,25-34,Current,16.1
104950,South East,55-64,Current,15.7
104951,North West,35-44,Premier,13.7
104952,South East,25-34,Premier,8.6
104953,North West,25-34,Premier,8.9
104954,Wales,45-54,Current,4.6
104955,North West,65+,Current,2.8
104956,North West,35-44,Premier,0.4
104957,East of England,25-34,Current,17.2
104958,North West,35-44,Current,10.0
104959,Yorkshire and Humber,65+,Current,0.2
104960,South East,55-64,Student,10.6
104961,West Midlands,25-34,Current,5.2
104962,West Midlands,45-54,Current,8.6
104963,London,55-64,Current,13.5
104964,North West,55-64,Current,16.2
104965,North West,35-44,Savings,14.0
104966,East Midlands,55-64,Current,17.9
104967,Yorkshire and Humber,45-54,Current,4.8
104968,North West,25-34,Current,13.3
104969,East Midlands,18-24,Current,17.8
104970,London,35-44,Current,6.2
104971,London,18-24,Premier,16.0
104972,East Midlands,35-44,Current,18.8
104973,North West,55-64,Current,12.9
104974,East of England,55-64,Current,3.4
104975,London,18-24,Premier,5.3
104976,Yorkshire and Humber,18-24,Savings,13.6
104977,London,45-54,Current,17.3
104978,West Midlands,45-54,Current,0.6
104979,South West,25-34,Current,6.6
104980,East of England,55-64,Savings,4.7
104981,East of England,25-34,Premier,8.5
104982,North West,25-34,Savings,15.4
104983,North West,55-64,Student,10.1
104984,West Midlands,45-54,Current,10.4
104985,North West,35-44,Current,12.2
104986,Yorkshire and Humber,55-64,Savings,10.4
104987,London,65+,Savings,13.8
104988,West Midlands,18-24,Current,2.2
104989,East of England,45-54,Current,0.6
104990,West Midlands,25-34,Current,16.6
104991,East Midlands,35-44,Current,9.6
104992,East of England,35-44,Student,6.0
104993,South East,35-44,Current,9.1
104994,Yorkshire and Humber,25-34,Savings,13.0
104995,London,55-64,Current,2.5
104996,North West,35-44,Savings,10.5
104997,West Midlands,65+,Premier,2.3
104998,London,35-44,Savings,17.2
104999,Yorkshire and Humber,55-64,Savings,11.3
105000,London,45-54,Current,16.2
105001,North West,35-44,Current,14.4
105002,South East,55-64,Savings,16.3
105003,South East,55-64,Savings,6.9
105004,West Midlands,35-44,Savings,2.9
105005,East Midlands,35-44,Savings,17.8
105006,London,45-54,Current,17.7
105007,South East,45-54,Current,17.7
105008,South East,35-44,Premier,19.8
105009,South East,55-64,Current,12.0
105010,Yorkshire and Humber,35-44,Savings,10.3
105011,North West,35-44,Current,16.0
105012,London,45-54,Premier,2.3
105013,West Midlands,65+,Student,15.7
105014,South East,25-34,Current,16.3
105015,West Midlands,25-34,Student,11.6
105016,North West,25-34,Current,7.8
105017,London,45-54,Current,13.2
105018,London,35-44,Student,18.3
105019,London,35-44,Current,3.2
105020,London,25-34,Current,6.3
105021,East of England,65+,Savings,13.5
105022,South West,35-44,Premier,16.7
105023,East of England,45-54,Current,13.1
105024,London,25-34,Savings,11.9
105025,London,25-34,Current,1.8
105026,London,18-24,Current,8.7
105027,London,35-44,Savings,17.8
105028,North West,35-44,Current,7.3
105029,London,25-34,Savings,7.7
105030,East Midlands,35-44,Savings,7.2
105031,East Midlands,18-24,Premier,7.3
105032,East of England,35-44,Savings,8.2
105033,East Midlands,25-34,Current,15.5
105034,London,25-34,Savings,9.2
105035,London,18-24,Savings,12.2
105036,West Midlands,55-64,Current,8.9
105037,East of England,65+,Current,17.5
105038,West Midlands,45-54,Savings,3.7
105039,East of England,25-34,Current,2.5
105040,South East,65+,Current,8.2
105041,North West,65+,Current,19.5
105042,West Midlands,35-44,Current,14.0
105043,North West,25-34,Student,12.4
105044,Yorkshire and Humber,55-64,Current,7.9
105045,North West,65+,Savings,6.0
105046,Wales,55-64,Savings,19.1
105047,North West,45-54,Current,8.6
105048,South West,45-54,Current,14.3
105049,West Midlands,65+,Current,16.2
105050,Wales,25-34,Current,13.2
105051,North West,25-34,Current,4.7
105052,Yorkshire and Humber,55-64,Current,5.8
105053,London,25-34,Savings,0.6
105054,West Midlands,35-44,Current,19.4
105055,South West,35-44,Current,16.7
105056,North West,25-34,Current,8.1
105057,London,18-24,Student,17.9
105058,London,45-54,Current,3.2
105059,London,35-44,Savings,0.9
105060,East Midlands,45-54,Current,2.8
105061,West Midlands,35-44,Premier,17.7
105062,West Midlands,65+,Current,3.3
105063,North West,45-54,Current,1.5
105064,West Midlands,65+,Current,3.8
105065,East of England,35-44,Current,8.4
105066,London,18-24,Savings,10.0
105067,London,55-64,Current,4.8
105068,Yorkshire and Humber,55-64,Current,16.1
105069,North West,18-24,Current,19.2
105070,London,45-54,Savings,5.9
105071,North West,45-54,Student,18.6
105072,Yorkshire and Humber,25-34,Current,16.4
105073,London,45-54,Student,17.7
105074,London,25-34,Savings,1.3
105075,Wales,18-24,Current,16.7
105076,North West,65+,Current,11.8
105077,London,45-54,Current,0.9
105078,West Midlands,55-64,Current,15.1
105079,Yorkshire and Humber,55-64,Savings,4.9
105080,South East,65+,Current,16.0
105081,West Midlands,35-44,Current,12.6
105082,London,35-44,Savings,9.9
105083,Yorkshire and Humber,35-44,Current,0.6
105084,East Midlands,45-54,Student,17.8
105085,North East,35-44,Savings,3.0
105086,Yorkshire and Humber,55-64,Current,16.6
105087,South West,35-44,Current,13.8
105088,Yorkshire and Humber,25-34,Current,1.5
105089,North East,65+,Premier,10.9
105090,North West,55-64,Current,19.2
105091,Yorkshire and Humber,35-44,Student,18.5
105092,South East,55-64,Premier,3.0
105093,Yorkshire and Humber,45-54,Current,3.5
105094,Yorkshire and Humber,55-64,Savings,3.2
105095,Wales,35-44,Current,15.1
105096,London,45-54,Current,3.3
105097,South East,18-24,Premier,1.4
105098,London,25-34,Current,7.9
105099,South West,55-64,Student,19.3
105100,East of England,35-44,Savings,6.2
105101,London,18-24,Current,14.5
105102,North West,25-34,Current,3.0
105103,East Midlands,35-44,Current,12.5
105104,London,55-64,Current,11.7
105105,South West,35-44,Savings,18.1
105106,London,55-64,Current,14.4
105107,West Midlands,55-64,Premier,2.5
105108,North West,35-44,Current,8.2
105109,London,55-64,Current,0.1
105110,South West,25-34,Current,4.9
105111,West Midlands,35-44,Current,19.4
105112,London,25-34,Current,9.2
105113,South East,18-24,Current,17.4
105114,North East,18-24,Savings,0.6
105115,West Midlands,25-34,Current,17.6
105116,East of England,55-64,Current,17.8
105117,London,45-54,Current,13.1
105118,South East,65+,Current,2.4
105119,East Midlands,45-54,Current,17.5
105120,London,45-54,Savings,18.0
105121,London,25-34,Current,4.1
105122,North West,45-54,Current,18.8
105123,London,35-44,Current,17.6
105124,London,65+,Current,4.2
105125,London,65+,Premier,7.9
105126,East Midlands,25-34,Student,6.8
105127,London,45-54,Savings,10.0
105128,North West,45-54,Current,17.8
105129,East of England,45-54,Current,17.5
105130,Wales,25-34,Current,3.6
105131,North West,45-54,Savings,11.1
105132,West Midlands,55-64,Current,10.7
105133,North West,35-44,Current,9.1
105134,London,45-54,Current,14.3
105135,East of England,25-34,Savings,13.0
105136,London,65+,Current,5.6
105137,East Midlands,25-34,Current,7.0
105138,East Midlands,25-34,Premier,17.8
105139,North West,35-44,Current,6.6
105140,South West,55-64,Premier,8.9
105141,London,55-64,Current,19.5
105142,London,18-24,Premier,17.2
105143,North West,25-34,Premier,14.0
105144,East of England,55-64,Current,6.2
105145,Yorkshire and Humber,35-44,Savings,12.6
105146,South West,18-24,Current,12.9
105147,East of England,65+,Current,8.3
105148,London,25-34,Current,0.8
105149,East of England,45-54,Current,7.4
105150,North West,25-34,Current,10.2
105151,South East,55-64,Current,19.0
105152,East Midlands,55-64,Premier,14.6
105153,London,35-44,Student,2.2
105154,North West,45-54,Current,6.1
105155,East Midlands,65+,Current,10.5
105156,East Midlands,55-64,Current,9.1
105157,North West,35-44,Current,0.2
105158,London,35-44,Premier,18.7
105159,London,65+,Premier,18.1
105160,North West,18-24,Current,18.5
105161,Wales,18-24,Current,8.6
105162,North East,25-34,Current,16.7
105163,West Midlands,55-64,Current,14.2
105164,Yorkshire and Humber,25-34,Current,10.3
105165,London,35-44,Current,1.6
105166,South East,45-54,Current,3.4
105167,Yorkshire and Humber,25-34,Current,4.8
105168,South East,35-44,Student,17.9
105169,West Midlands,35-44,Savings,13.3
105170,Yorkshire and Humber,25-34,Current,19.7
105171,South East,65+,Current,11.4
105172,London,25-34,Savings,1.8
105173,South West,55-64,Current,9.6
105174,East Midlands,35-44,Student,2.3
105175,West Midlands,25-34,Current,18.0
105176,East Midlands,25-34,Premier,5.6
105177,West Midlands,45-54,Current,4.0
105178,East Midlands,35-44,Savings,10.3
105179,London,25-34,Current,16.2
105180,London,65+,Savings,10.3
105181,South East,35-44,Current,0.9
105182,Yorkshire and Humber,65+,Current,14.9
105183,East Midlands,25-34,Savings,0.8
105184,South East,25-34,Current,12.1
105185,East Midlands,45-54,Current,12.4
105186,East of England,25-34,Current,4.2
105187,East Midlands,25-34,Savings,9.0
105188,London,25-34,Student,0.2
105189,East of England,25-34,Current,5.7
105190,London,55-64,Savings,12.4
105191,London,35-44,Premier,5.8
105192,South East,65+,Savings,1.0
105193,West Midlands,25-34,Current,13.5
105194,South East,35-44,Current,14.9
105195,East of England,35-44,Current,17.3
105196,Wales,45-54,Current,17.5
105197,London,65+,Current,10.0
105198,Yorkshire and Humber,55-64,Savings,8.2
105199,South East,18-24,Current,11.8
105200,London,35-44,Savings,15.9
105201,North West,55-64,Current,9.6
105202,West Midlands,18-24,Current,19.9
105203,West Midlands,45-54,Savings,12.8
105204,London,25-34,Current,6.2
105205,West Midlands,35-44,Premier,15.9
105206,East Midlands,35-44,Current,3.1
105207,East Midlands,35-44,Current,18.7
105208,East of England,65+,Savings,6.9
105209,East Midlands,45-54,Savings,13.7
105210,East Midlands,65+,Current,12.5
105211,London,55-64,Savings,2.0
105212,North West,35-44,Current,14.5
105213,North East,45-54,Current,6.3
105214,East of England,35-44,Current,7.7
105215,Yorkshire and Humber,55-64,Savings,2.0
105216,London,25-34,Savings,16.2
105217,Yorkshire and Humber,65+,Current,17.2
105218,East Midlands,45-54,Savings,2.8
105219,North West,45-54,Savings,16.3
105220,West Midlands,45-54,Current,18.0
105221,West Midlands,45-54,Current,2.0
105222,London,45-54,Current,19.9
105223,West Midlands,45-54,Current,0.2
105224,West Midlands,25-34,Premier,16.9
105225,London,45-54,Savings,11.2
105226,London,35-44,Current,19.1
105227,West Midlands,45-54,Current,6.8
105228,East Midlands,45-54,Current,7.3
105229,West Midlands,25-34,Current,16.8
105230,North West,55-64,Current,14.2
105231,South West,35-44,Current,12.1
105232,East of England,45-54,Current,12.9
105233,Yorkshire and Humber,45-54,Current,13.7
105234,Yorkshire and Humber,45-54,Current,1.1
105235,South East,55-64,Current,2.4
105236,London,25-34,Current,3.7
105237,West Midlands,25-34,Current,3.6
105238,West Midlands,45-54,Current,16.9
105239,London,25-34,Current,8.0
105240,London,25-34,Premier,9.8
105241,West Midlands,25-34,Current,1.9
105242,North West,35-44,Current,17.4
105243,North West,65+,Current,0.3
105244,North West,25-34,Current,1.8
105245,London,35-44,Current,16.3
105246,South East,65+,Savings,2.7
105247,London,65+,Premier,15.9
105248,West Midlands,25-34,Current,7.1
105249,West Midlands,65+,Current,15.5
105250,South West,25-34,Savings,1.1
